No current command,0.0000000000000,0.0000000000000,0.0000000000000,0
No current command,0.0000000000000,0.0000000000000,0.0000000000000,0
No current command,0.0000000000000,0.0000000000000,0.0000000000000,0
No current command,0.0000000000000,0.0000000000000,0.0000000000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.0600000000000,35.8502663333333,-86.3697460000000,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1000000000000,35.8502660000000,-86.3697443333333,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
No current command,-2.1300000000000,35.8502666666667,-86.3697400000000,0
