254|NO_CHANGE
255|NO_CHANGE
256|NO_CHANGE
257|NO_CHANGE
258|NO_CHANGE
259|MMW !M 0 0
260|NO_CHANGE
261|NO_CHANGE
262|NO_CHANGE
263|NO_CHANGE
264|NO_CHANGE
265|NO_CHANGE
266|NO_CHANGE
267|NO_CHANGE
268|NO_CHANGE
269|NO_CHANGE
270|NO_CHANGE
271|NO_CHANGE
272|NO_CHANGE
273|NO_CHANGE
274|NO_CHANGE
275|NO_CHANGE
276|NO_CHANGE
277|NO_CHANGE
278|NO_CHANGE
279|NO_CHANGE
280|NO_CHANGE
281|NO_CHANGE
282|NO_CHANGE
283|NO_CHANGE
284|NO_CHANGE
285|NO_CHANGE
286|NO_CHANGE
287|NO_CHANGE
288|NO_CHANGE
289|NO_CHANGE
290|NO_CHANGE
291|NO_CHANGE
292|NO_CHANGE
293|NO_CHANGE
294|NO_CHANGE
295|NO_CHANGE
296|NO_CHANGE
297|MMW !M 200 -200
298|NO_CHANGE
299|NO_CHANGE
300|NO_CHANGE
301|NO_CHANGE
302|NO_CHANGE
303|NO_CHANGE
304|NO_CHANGE
305|NO_CHANGE
306|NO_CHANGE
307|NO_CHANGE
308|NO_CHANGE
309|NO_CHANGE
310|MMW !M 0 0

